window,date_start_in,date_end_in,date_start_oos,date_end_oos,n_clusters,n_assets_total,s1_n_assets,s1_sharpe,s1_te,s1_return,s1_vol,s1_turnover,s1_hhi,s1_ceq,s1_corr,gmv_n_assets,gmv_sharpe,gmv_te,gmv_return,gmv_vol,gmv_turnover,gmv_hhi,gmv_ceq,gmv_corr,mv_n_assets,mv_sharpe,mv_te,mv_return,mv_vol,mv_turnover,mv_hhi,mv_ceq,mv_corr
74,2021-03-08,2021-09-02,2021-09-03,2021-10-04,8,50,14,-4.6910683169602505,0.058108449508016746,-0.0502053994799283,0.1362889414586731,0.0,0.08540553075412088,-0.6579154107927574,0.9155131352557128,8,-7.546352971677222,0.06656948768548983,-0.08101279259634875,0.1395348919818831,0.027299932435273025,0.23086591096806292,-1.0724495328405395,0.8902451530200524,1,-4.32136879802889,0.1215902140325907,-0.06943741436575712,0.20483501600421042,5.365888082666743e-22,1.0,-0.9271250306857883,0.8121057540469956
75,2021-04-07,2021-10-04,2021-10-05,2021-11-02,9,50,11,1.5974998959382827,0.11196286744804465,0.018446178428004556,0.1510600962613112,0.0,0.09782128549111252,0.218499335375395,0.6806758960439623,9,5.557314202534299,0.1283937705070679,0.06443541698629196,0.14355906836214868,0.0072851919557813715,0.19544401980221343,0.7771936434025533,0.46627854550997455,2,9.609193925095248,0.22251138114665267,0.2014365990713054,0.24465296862951186,5.643220270126907e-23,0.970961636032738,2.291062744851991,0.42171665532415054
76,2021-05-06,2021-11-02,2021-11-03,2021-12-02,10,50,10,-1.445921697038209,0.13317817605626922,-0.026411254316191846,0.2174586034994591,0.0,0.10000000027922053,-0.3617163572434319,0.8016337246595897,9,0.47221269257833054,0.10630331083551642,0.005724249269663639,0.18802896547267572,0.0,0.1922926544483986,0.05343477221184548,0.8265654228822605,1,2.0342333102353076,0.4869027320957133,0.07906957333656472,0.5387597414093244,0.0,1.0,0.8057009532251661,0.47442362277908645
77,2021-06-07,2021-12-02,2021-12-03,2022-01-03,9,50,11,7.45367977469893,0.08886000825891133,0.06554139016311433,0.10822941127174174,0.03268076277684619,0.0949651129741374,0.794993768359526,0.8488247015818468,7,4.810538569329103,0.1158602641361579,0.05599940167111206,0.144986920875237,0.0,0.21427071103965764,0.6764439676937123,0.7151774109000415,2,0.3749817367797218,0.22894298662700824,0.005681360615374054,0.3241406156965975,0.0,0.7084483013670049,0.016479672290589165,0.7546579788431154
78,2021-07-07,2022-01-03,2022-01-04,2022-02-02,9,50,10,-2.440598709515901,0.10025864801041247,-0.03900177801072069,0.19758015891833186,0.0,0.10000000027921349,-0.5212518000802207,0.8680871990330447,8,1.7278272894271314,0.1646504705863251,0.01528836582595905,0.11426824690891975,0.0,0.23271233683427484,0.18437856307259115,0.521676948851229,2,1.0569186780101538,0.47985345005894364,0.03272025239982246,0.4919922347457044,0.0,0.7797812591722608,0.27793942328861887,0.2577745833461055
80,2021-09-03,2022-03-04,2022-03-07,2022-04-04,10,50,11,5.674636733279829,0.1090158885497877,0.09857498586009084,0.21302529354850525,5.65808091906872e-08,0.09534879264945305,1.1634613801966396,0.8619755869982282,9,4.305780365293461,0.1305302532035383,0.04068618140769553,0.1183641949073348,0.0,0.22455407361089597,0.4956401437497089,0.7741673098232402,2,-0.98172176439535,0.1565148438193123,-0.019488107480762018,0.22733424516361178,0.0,0.5040269589231422,-0.27485983529361513,0.7377975198391886
82,2021-11-03,2022-05-04,2022-05-05,2022-06-03,8,50,12,-0.04591182297203939,0.12341363893386316,-0.006641407220489781,0.37391275954257536,0.0,0.09062266413514833,-0.15697776817184922,0.9642439750292149,4,2.608296904902393,0.21747930158027176,0.04613098375012581,0.2275259764005195,0.0,0.4503935460634505,0.5416872300933602,0.6648888160481169,1,0.3364425013950626,0.9056646695885148,-0.009663017436833399,1.0101065241773894,0.0,1.0,-0.6804724245160139,0.48717368970229064
83,2021-12-03,2022-06-03,2022-06-06,2022-07-06,8,50,16,-1.884186507851398,0.07862723441140414,-0.04992947113532409,0.3166548422157951,0.0,0.08103811307787903,-0.6969070704475244,0.9694988791283258,7,0.05142797476262692,0.12299685887075125,-0.000964845900547795,0.22325530092974563,0.0,0.27815298121421445,-0.038361361411393645,0.9234124305735774,1,1.2179775702773668,0.1995406683883753,0.019926251978749976,0.22355168293923872,0.0,1.0,0.22230558067278433,0.7356288277694136
86,2022-03-07,2022-09-02,2022-09-06,2022-10-04,11,50,10,-0.8659622642715551,0.09868489072104673,-0.025836184391221706,0.3233028688856156,0.09155726282070807,0.10000000027925525,-0.3844928294153469,0.9535171250313528,6,1.9400912635376553,0.13678746036523265,0.02837483183835654,0.1907539850196282,0.0,0.2764783048362318,0.3336930570207049,0.92519666006009,1,4.911812264621251,0.22747153663982753,0.0972445288472481,0.2443784579016145,0.0,1.0,1.140620276044007,0.6543483081335101
87,2022-04-05,2022-10-04,2022-10-05,2022-11-02,9,50,10,-0.1614472780406064,0.15489994767331994,-0.00773395546276423,0.3140376204444043,0.0,0.10000000027918762,-0.14932014607748192,0.8699662651627327,4,4.408991096794452,0.1587242745768391,0.07582816369665846,0.21420296583596338,0.0,0.3411193823112836,0.8985360587048058,0.808260165137449,1,5.7549817707858075,0.24218627112956478,0.1568650799063256,0.32903755038205124,0.0,1.0,1.7853393947913005,0.6892592767233939
88,2022-05-05,2022-11-02,2022-11-03,2022-12-02,9,50,11,4.559089034416732,0.07770655864081429,0.10192125676785091,0.27666668046853854,0.0,0.09512028201771836,1.1848035770311114,0.9598941020970192,4,2.640567626094796,0.24458203471054046,0.03555887724119877,0.1722223645003193,0.0,0.3559161933702698,0.42510425735496,0.42190982237781244,1,-1.0142673668442332,0.4599615475321039,-0.025609975631367132,0.2839624753809422,0.0,1.0,-0.36864855961167087,-0.42416048342936774
89,2022-06-06,2022-12-02,2022-12-05,2023-01-04,8,50,10,-1.4757621918724042,0.08613923702098379,-0.023264307567582576,0.18932589103061928,0.0,0.10000000027919934,-0.3152442849400806,0.8921921561529325,4,-1.6805047720094075,0.11134662790865556,-0.01701640029668916,0.12426288080384683,0.0,0.4914913603982685,-0.22426562772017183,0.7897705838118441,1,-1.6866650259705904,0.18173912034889098,-0.02461284436170952,0.1771941523439016,0.0,1.0,-0.33026494718983734,0.4802874125253129
91,2022-08-05,2023-02-03,2023-02-06,2023-03-07,9,50,10,-3.1546476719778083,0.09304754382731178,-0.04479142137174841,0.17801227623908464,7.258951145727721e-08,0.10000000027920312,-0.593254383312919,0.8527349736406855,5,1.1013360550794227,0.17570995908198594,0.014505638474762161,0.17858876423990389,0.0,0.3051943176850736,0.16479229837674886,0.4530405420070513,2,4.136280799409565,0.21240749796908986,0.06904577483005103,0.2087107414358403,0.0,0.7304489905242297,0.8197260588409025,0.34789341079550945
92,2022-09-06,2023-03-07,2023-03-08,2023-04-05,11,50,12,0.1549194688377524,0.08256786419012198,0.0009240324144772494,0.2058130096972882,3.684283893246043e-08,0.08753825796452205,-0.010474552818452977,0.9175766414087414,6,3.0352052551222455,0.1169668151837547,0.03748480013161948,0.15675008361251416,0.0,0.26285954716160687,0.4511980888090242,0.7624659596567124,1,-6.458597280714236,0.44505023084645406,-0.26414037915235145,0.5695343263899686,0.0,1.0,-4.002762200632141,0.7797601785077624
93,2022-10-05,2023-04-05,2023-04-06,2023-05-05,11,50,10,1.0426466882569783,0.05271117760051303,0.010904734376191216,0.14001653350507734,0.0,0.10000000027917164,0.1263831453055127,0.9309978565643966,7,4.125935923957124,0.09310434649950562,0.05433134389061278,0.1649013639316317,5.863275981718563e-23,0.21222431050222373,0.6531800015285345,0.8264416534390823,2,1.5899275603541447,0.3499290482665489,0.04915988744776145,0.434750513583877,0.28763994133694515,0.5901935890307521,0.5022138143636803,0.6991079614638941
97,2023-02-06,2023-08-07,2023-08-08,2023-09-06,10,50,10,-4.7686156055553095,0.08826371653582088,-0.05061585563944504,0.1352317099942986,2.8188394590733523e-08,0.10000000027919789,-0.6631556580327242,0.7664317074023618,7,-2.435660668569592,0.10158341305879681,-0.020150617186972863,0.1031703430008791,0.018135744106498746,0.24055727205355493,-0.2619320662849943,0.5914125207061287,2,0.7411403224662763,0.1926392330188714,0.012653934758204644,0.2556377852688422,3.4850583204416804e-22,0.6083055765193953,0.12411279335155571,0.6963211772607542
100,2023-05-08,2023-11-03,2023-11-06,2023-12-05,8,50,10,6.596383731020483,0.09354235751663119,0.0761151597590215,0.14181752964630687,4.878579237810321e-08,0.10000000027920261,0.9153706336174325,0.7533484811774521,6,2.395338670567536,0.10224342220287572,0.020805753217479017,0.11080440141676494,0.0,0.257891445193844,0.2531364522093378,0.5320903949586638,2,-0.37739343666837566,0.13333233795651864,-0.006151391552389862,0.16977818479731807,0.0,0.5984274630737447,-0.09289780466505072,0.6199687658120061
